,제목,기관,키워드,카테고리목록,요약,링크
156,[알아두면 쓸모있는 제도!] 장애인활동지원사업,시청자미디어재단,"유튜브, 예절, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 기타, 생활정보, 장애인활동지원사업",유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=3825
157,[알아두면 쓸모있는 제도!] 성년후견제도 2부,시청자미디어재단,"성년후견제도, 유튜브, 예절, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 기타, 생활정보",유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=3824
158,[알아두면 쓸모있는 제도!] 성년후견제도 1부,시청자미디어재단,"성년후견제도, 유튜브, 예절, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 기타, 생활정보",유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=3823
159,스마트폰 일상에서 잘 사용하려면,시청자미디어재단,"스마트폰, 일상, 친구, 예절, 부모교육, 지원정책, 취미, 생활정보, 유튜브, 직업, 건강, 우리들의 이야기, 교육, 요리, 안전",기타/친구; 기타/예절; 부모교육 및 지원정책/친구; 부모교육 및 지원정책/예절; 취미/예절; 취미/친구; 생활정보/예절; 유튜브/친구; 유튜브/예절; 직업/예절; 생활정보/친구; 직업/친구; 건강/친구; 건강/예절; 우리들의 이야기/친구; 우리들의 이야기/예절; 교육/예절; 요리/예절; 교육/친구; 요리/친구; 안전/친구; 안전/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=3819
160,SNS로 친구 사귀기,시청자미디어재단,"부모교육, 지원정책, SNS, 취미, 기타, 예절, 친구, 유튜브, 직업, 건강, 우리들의 이야기, 교육, 생활정보, 안전, 요리",부모교육 및 지원정책/SNS; 취미/SNS; 기타/예절; 기타/친구; 유튜브/SNS; 직업/SNS; 부모교육 및 지원정책/친구; 건강/SNS; 부모교육 및 지원정책/예절; 우리들의 이야기/SNS; 취미/예절; 요리/SNS; 취미/친구; 교육/SNS; 생활정보/예절; 유튜브/친구; 유튜브/예절; 직업/예절; 생활정보/친구; 직업/친구; 건강/친구; 건강/예절; 우리들의 이야기/친구; 우리들의 이야기/예절; 교육/예절; 요리/예절; 교육/친구; 요리/친구; 안전/SNS; 안전/친구; 안전/예절; 기타/SNS,,https://www.damoa.or.kr/main/cmf_video.php?no=3816
161,[슬기로운 성교육] 학령기 여학생용,시청자미디어재단,"슬기로운 성교육, 학령기, 여학생, 친구, 예절, 부모교육, 지원정책, 취미, 생활정보, 유튜브, 직업, 건강, 우리들의 이야기, 교육, 요리, 안전",기타/친구; 기타/예절; 부모교육 및 지원정책/친구; 부모교육 및 지원정책/예절; 취미/예절; 취미/친구; 생활정보/예절; 유튜브/친구; 유튜브/예절; 직업/예절; 생활정보/친구; 직업/친구; 건강/친구; 건강/예절; 우리들의 이야기/친구; 우리들의 이야기/예절; 교육/예절; 요리/예절; 교육/친구; 요리/친구; 안전/친구; 안전/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=3814
162,[슬기로운 성교육] 학령기 남학생용,시청자미디어재단,"슬기로운 성교육, 학령기, 남학생, 친구, 예절, 부모교육, 지원정책, 취미, 생활정보, 유튜브, 직업, 건강, 우리들의 이야기, 교육, 요리, 안전",기타/친구; 기타/예절; 부모교육 및 지원정책/친구; 부모교육 및 지원정책/예절; 취미/예절; 취미/친구; 생활정보/예절; 유튜브/친구; 유튜브/예절; 직업/예절; 생활정보/친구; 직업/친구; 건강/친구; 건강/예절; 우리들의 이야기/친구; 우리들의 이야기/예절; 교육/예절; 요리/예절; 교육/친구; 요리/친구; 안전/친구; 안전/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=3813
163,(발달장애인을 위한) 도서관 예절,국립장애인도서관,"유튜브, 예절, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 기타, 생활정보, 발달장애인, 도서관",유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=2859
164,도서관이 처음인 분들을 위한 공공도서관 이용 방법,유튜브 채널 소소한 소통,"도서관, 공공도서관, 이용 방법, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 기타, 생활정보, 예절",유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=2792
165,공공도서관을 이용할 때 꼭 지켜야 할 예절,유튜브 채널 소소한 소통,"유튜브, 예절, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 기타, 생활정보, 공공도서관, 이용, 지켜야 할",유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=2791
166,장례식장이 처음이라면? 수어와 함께보는 장례식장 예절 2편,유튜브 채널 소소한 소통,"장례식, 예절, 수어, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 생활정보",유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=2790
167,내 인생 첫 부고 문자 수어와 함께 보는 장례식장 예절 1편,유튜브 채널 소소한 소통,"부고, 문자, 수어, 장례식장, 예절, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 기타, 생활정보",유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=2789
168,오늘의 옷장 - 장례식에 맞는 옷 입기,시청자미디어재단,"유튜브, 예절, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 기타, 생활정보, 장례식, 옷, 옷장",유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=2761
169,방귀의 정체를 밝혀라!,EBS,"방귀, 유튜브, 예절, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 기타, 생활정보",유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=2737
170,순서대로 차례를 지켜요,EBS,"유튜브, 예절, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 기타, 생활정보, 순서, 차례",유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=2729
171,노래로 이야기하는 신나는 뮤지컬,EBS,"노래, 이야기, 신나는, 뮤지컬, 유튜브, 예절, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 기타, 생활정보",유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=2722
172,직장생활 예절은 이렇게! 슬기로운 회사생활,시청자미디어재단,"유튜브, 회사원, 직업, 건강, 우리들의 이야기, 교육, 기타, 예절, 요리, 부모교육 및 지원정책, 취미, 안전, 생활정보",유튜브/회사원; 직업/회사원; 건강/회사원; 우리들의 이야기/회사원; 교육/회사원; 기타/예절; 요리/회사원; 부모교육 및 지원정책/예절; 취미/예절; 안전/회사원; 생활정보/예절; 유튜브/예절; 직업/예절; 건강/예절; 우리들의 이야기/예절; 교육/예절; 요리/예절; 기타/회사원; 부모교육 및 지원정책/회사원; 안전/예절; 취미/회사원,,https://www.damoa.or.kr/main/cmf_video.php?no=166
173,설날 인사 예절 익히기,EBS,"설날, 인사, 예절, 교육, 기타, 부모교육, 지원정책, 취미, 유튜브, 직업, 건강, 생활정보, 우리들의 이야기, 안전, 요리",기타/교육정보; 기타/예절; 부모교육 및 지원정책/교육정보; 취미/교육정보; 부모교육 및 지원정책/예절; 유튜브/교육정보; 취미/예절; 직업/교육정보; 건강/교육정보; 생활정보/예절; 유튜브/예절; 직업/예절; 우리들의 이야기/교육정보; 교육/교육정보; 건강/예절; 요리/교육정보; 우리들의 이야기/예절; 교육/예절; 요리/예절; 안전/교육정보; 안전/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=92
174,친절한 표지판을 만들어 보아요,EBS,"부모교육, 지원정책, 표지판 읽기, 기타, 교육정보, 취미, 예절, 유튜브, 직업, 건강, 우리들의 이야기, 요리, 생활정보, 안전",부모교육 및 지원정책/표지판 읽기; 기타/교육정보; 취미/표지판 읽기; 기타/예절; 유튜브/표지판 읽기; 부모교육 및 지원정책/교육정보; 직업/표지판 읽기; 건강/표지판 읽기; 취미/교육정보; 우리들의 이야기/표지판 읽기; 부모교육 및 지원정책/예절; 요리/표지판 읽기; 취미/예절; 유튜브/교육정보; 교육/표지판 읽기; 직업/교육정보; 건강/교육정보; 생활정보/예절; 유튜브/예절; 직업/예절; 우리들의 이야기/교육정보; 교육/교육정보; 건강/예절; 요리/교육정보; 우리들의 이야기/예절; 교육/예절; 요리/예절; 안전/표지판 읽기; 안전/교육정보; 안전/예절; 기타/표지판 읽기,,https://www.damoa.or.kr/main/cmf_video.php?no=90
175,친구 사이 예절교육,EBS,"기타, 교육정보, 친구, 예절, 부모교육, 지원정책, 취미, 직업, 건강, 생활정보, 유튜브, 우리들의 이야기, 안전, 요리",기타/교육정보; 기타/친구; 기타/예절; 부모교육 및 지원정책/교육정보; 취미/교육정보; 부모교육 및 지원정책/친구; 부모교육 및 지원정책/예절; 유튜브/교육정보; 취미/예절; 취미/친구; 직업/교육정보; 건강/교육정보; 생활정보/예절; 유튜브/친구; 유튜브/예절; 직업/예절; 생활정보/친구; 직업/친구; 교육/교육정보; 우리들의 이야기/교육정보; 건강/친구; 건강/예절; 요리/교육정보; 우리들의 이야기/친구; 우리들의 이야기/예절; 교육/예절; 요리/예절; 교육/친구; 요리/친구; 안전/교육정보; 안전/친구; 안전/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=55
176,예의바른 전화예절 교육,EBS,"기타, 교육정보, 예절, 부모교육, 지원정책, 취미, 직업, 건강, 생활정보, 우리들의 이야기, 교육, 요리, 안전, 전화예절",기타/교육정보; 기타/예절; 부모교육 및 지원정책/교육정보; 취미/교육정보; 부모교육 및 지원정책/예절; 유튜브/교육정보; 취미/예절; 직업/교육정보; 건강/교육정보; 생활정보/예절; 유튜브/예절; 직업/예절; 우리들의 이야기/교육정보; 교육/교육정보; 건강/예절; 요리/교육정보; 우리들의 이야기/예절; 교육/예절; 요리/예절; 안전/교육정보; 안전/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=54
177,올바른 공중화장실 이용 방법,EBS,"올바른, 공중화장실, 이용, 방법, 기타, 교육정보, 예절, 부모교육, 지원정책, 취미, 유튜브, 직업, 건강, 생활정보, 우리들의 이야기, 교육, 요리, 안전",기타/교육정보; 기타/예절; 부모교육 및 지원정책/교육정보; 취미/교육정보; 부모교육 및 지원정책/예절; 유튜브/교육정보; 취미/예절; 직업/교육정보; 건강/교육정보; 생활정보/예절; 유튜브/예절; 직업/예절; 우리들의 이야기/교육정보; 교육/교육정보; 건강/예절; 요리/교육정보; 우리들의 이야기/예절; 교육/예절; 요리/예절; 안전/교육정보; 안전/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=53
178,올바른 인사말 건네기,EBS,"유튜브, 예절, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 기타, 생활정보, 올바른 인사말",유튜브/예절; 직업/예절; 건강/예절; 부모교육 및 지원정책/예절; 우리들의 이야기/예절; 교육/예절; 취미/예절; 요리/예절; 안전/예절; 기타/예절; 생활정보/예절,,https://www.damoa.or.kr/main/cmf_video.php?no=51
179,어린이 통장 만들기& 용돈 관리 교육 이야기,EBS,"어린이, 통장 만들기, 용돈 관리, 부모교육, 지원정책, 용돈 잘 쓰기, 교육정보, 취미, 생활정보, 직업, 건강, 우리들의 이야기, 유튜브, 안전, 요리, 교육",부모교육 및 지원정책/용돈 잘 쓰기; 기타/교육정보; 취미/용돈 잘 쓰기; 유튜브/용돈 잘 쓰기; 부모교육 및 지원정책/교육정보; 생활정보/용돈 잘 쓰기; 직업/용돈 잘 쓰기; 건강/용돈 잘 쓰기; 취미/교육정보; 우리들의 이야기/용돈 잘 쓰기; 유튜브/교육정보; 교육/용돈 잘 쓰기; 요리/용돈 잘 쓰기; 직업/교육정보; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 안전/용돈 잘 쓰기; 안전/교육정보; 기타/용돈 잘 쓰기,,https://www.damoa.or.kr/main/cmf_video.php?no=174
